angDist,RAJ2000,DEJ2000,nobs,B-V,e_B-V,fuv_mag,nuv_mag,ipmag,gpmag,rpmag,present,type
0.671881,50.485351,-6.828487,7,0.519,0.035,20.093,14.688,10.391,10.795,10.461,0,
0.33794,42.833389,-8.482405,7,0.47,0.043,22.61,16.907,13.078,13.519,13.179,0,
2.103539,47.846752,-10.548038,8,0.565,0.042,22.025,15.909,11.153,11.617,11.24,0,
0.231256,52.661346,-11.775157,7,0.526,0.027,22.456,15.833,11.078,11.636,11.302,0,
0.771245,50.656941,-6.721805,5,0.572,0.056,21.978,16.26,11.813,12.283,11.912,0,
0.516062,43.195353,-8.586965,7,0.569,0.053,23.565,17.007,12.47,13.041,12.61,0,
0.86386,52.493048,-11.721225,7,0.519,0.044,21.961,16.039,11.475,11.999,11.665,0,
0.831593,43.703361,-16.4273,5,0.594,0.045,23.632,16.617,11.688,12.192,11.79,0,
1.075488,43.822436,-16.329603,6,0.458,0.038,22.582,16.899,13.847,14.296,13.998,0,
1.650884,43.31642,-8.471272,7,1.226,0.045,23.541,20.052,10.673,12.298,11.089,0,
0.400545,43.946732,-16.315484,6,0.572,0.024,22.923,16.249,11.345,11.778,11.403,0,
0.748208,44.014525,-16.257971,6,0.597,0.069,22.354,16.715,11.804,12.241,11.871,1,DSCT|GDOR|SXPHE               
0.256178,50.919831,-6.667784,5,0.766,0.068,22.198,19.124,13.763,14.485,13.961,0,
0.647891,51.208961,-6.598477,5,0.574,0.059,22.945,16.275,12.229,12.721,12.344,0,
0.831953,47.74916,-10.349977,7,0.704,0.047,21.462,18.387,13.243,13.946,13.424,0,
0.202443,43.051348,-8.34894,6,0.532,0.045,22.771,16.804,12.264,12.716,12.355,1,ROT                           
0.93427,43.068959,-8.321258,6,0.72,0.04,23.224,17.212,11.104,11.824,11.284,1,ROT                           
0.391889,43.058991,-8.267108,5,1.602,0.148,20.291,17.404,4.834,7.895,6.576,1,SRB                           
1.189025,43.475169,-16.414932,5,1.626,0.136,23.136,21.735,13.097,16.057,14.717,0,
0.87816,50.841483,-6.533393,5,0.268,0.042,18.419,15.471,12.611,12.586,12.525,0,
1.969654,43.433702,-16.337186,5,0.745,0.077,21.84,20.77,15.252,16.027,15.384,0,
0.952781,43.150655,-8.22086,7,0.592,0.031,22.918,15.631,10.39,10.965,10.52,0,
0.532125,50.941255,-6.470688,5,0.654,0.048,22.987,15.735,11.035,11.624,11.173,0,
0.818752,50.862357,-6.474197,5,0.508,0.051,20.364,15.37,11.512,11.866,11.562,0,
0.55529,43.195244,-16.359835,7,0.51,0.079,23.125,17.771,14.692,15.026,14.722,0,
0.585893,43.542233,-16.126552,10,0.531,0.052,22.907,16.23,12.273,12.315,11.993,0,
0.575516,43.626311,-16.053185,9,0.628,0.061,23.342,17.561,12.517,12.844,12.416,0,
0.233418,43.589277,-16.043687,9,0.574,0.057,22.68,15.966,11.424,11.435,11.095,0,
0.144321,42.37311,-8.284504,7,0.491,0.04,22.629,16.505,12.434,12.825,12.496,0,
1.186995,50.472664,-12.918816,5,0.673,0.039,22.162,18.455,13.747,14.337,13.886,0,
0.18582,49.66461,-7.18821,5,0.572,0.037,22.503,16.045,11.794,12.19,11.822,0,
0.850557,43.533369,-17.599934,5,0.585,0.056,22.472,17.463,12.886,13.404,13.012,0,
1.230919,50.423355,-12.81385,8,0.603,0.016,23.556,16.249,11.481,12.014,11.596,0,
1.50465,43.353187,-17.60221,5,0.775,0.182,17.91,17.344,14.537,15.42,14.81,0,
0.638577,50.738305,-12.777367,8,0.629,0.036,23.802,17.514,12.676,13.242,12.804,0,
0.170622,49.455468,-7.209813,5,0.567,0.032,21.356,15.284,11.124,11.538,11.166,0,
0.342162,50.502147,-12.804915,8,1.254,0.042,22.708,19.764,12.161,13.576,12.527,1,ROT                           
1.375332,40.922739,-7.180669,10,0.732,0.087,21.487,17.361,12.093,12.124,11.565,1,RS                            
0.733174,47.487169,-11.666573,7,0.46,0.051,21.384,16.546,12.816,13.18,12.899,0,
1.475735,42.563684,-14.306448,13,1.412,0.057,22.764,21.206,13.033,14.565,13.26,1,ROT                           
1.51614,47.305814,-11.572445,5,1.134,0.058,22.73,22.258,15.803,17.184,16.123,0,
1.040132,50.942604,-12.735549,11,0.5,0.066,21.038,16.472,12.8,13.234,12.893,1,EA                            
0.575095,43.229349,-17.383816,6,0.47,0.058,21.493,15.477,11.483,11.834,11.546,0,
1.039226,50.934337,-12.680194,7,0.541,0.065,20.456,17.154,13.368,13.886,13.486,0,
0.803819,41.101281,-6.998239,10,0.414,0.065,19.968,14.974,11.76,11.418,11.188,0,
0.100009,49.996248,-7.112628,5,0.78,0.049,22.969,17.277,11.332,12.05,11.49,0,
0.523332,47.418894,-11.464626,6,0.559,0.066,23.063,18.266,14.094,14.536,14.169,0,
0.23832,47.628617,-11.553788,6,1.167,0.124,21.206,20.374,14.55,15.881,14.958,0,
0.923907,42.901448,-14.239705,11,0.541,0.048,23.768,17.051,13.257,13.151,12.815,0,
0.692356,50.729127,-12.706574,10,0.662,0.041,23.352,17.169,11.983,12.573,12.106,0,
0.627327,47.717544,-11.411113,8,0.528,0.064,21.65,16.747,12.752,13.197,12.851,1,EW                            
1.143274,50.824083,-12.685092,9,0.652,0.044,23.761,18.212,13.494,14.095,13.635,1,DSCT|GDOR|SXPHE               
0.598744,43.007164,-14.174063,5,1.255,0.0,22.566,23.561,14.755,16.831,15.509,0,
0.251553,41.525511,-6.968825,13,0.562,0.067,21.165,14.782,11.301,11.171,10.826,0,
0.904116,43.108148,-14.114154,11,0.457,0.036,18.895,14.037,10.731,10.601,10.339,0,
0.755235,47.444901,-6.074905,5,0.579,0.03,23.162,16.374,11.644,12.123,11.744,0,
1.196591,50.822975,-12.55844,10,0.5,0.042,19.632,15.522,11.859,12.254,11.94,0,
1.252238,50.886475,-12.530035,10,0.536,0.053,21.545,16.862,12.757,13.233,12.863,0,
1.229712,41.694741,-6.907357,10,0.932,0.063,23.286,18.226,11.022,11.481,10.701,0,
1.27589,42.99716,-13.994843,11,0.353,0.029,17.784,14.893,12.537,12.146,12.02,1,DSCT|GDOR|SXPHE               
0.942938,43.372192,-17.256226,5,0.491,0.065,18.448,14.635,10.3,10.698,10.413,0,
0.694548,41.401418,-6.828412,14,0.521,0.058,21.515,14.927,10.748,10.679,10.321,0,
0.876005,50.503973,-12.688716,7,0.55,0.015,22.38,17.355,13.449,13.859,13.513,0,
0.395876,42.907637,-13.924172,12,0.806,0.024,23.755,18.518,12.322,12.645,12.072,0,
1.68146,41.501061,-6.754788,13,0.985,0.1,24.041,21.213,14.288,15.31,14.465,0,
0.37076,43.520468,-17.09003,5,0.639,0.053,22.96,16.383,11.023,11.566,11.135,0,
2.942096,41.47615,-6.736084,6,0.718,0.198,24.012,22.481,15.619,16.688,15.937,0,
0.86074,50.469552,-12.50491,9,0.716,0.012,22.632,17.882,12.055,12.723,12.208,0,
0.180669,43.607395,-17.014813,5,0.688,0.046,22.864,17.208,11.606,12.213,11.737,0,
0.384536,43.76069,-14.18645,9,0.496,0.043,22.806,17.964,14.317,14.637,14.341,0,
0.417138,43.938817,-14.172137,5,1.275,0.18,23.425,21.348,15.442,16.703,15.827,0,
1.207178,43.618543,-14.165777,11,0.594,0.035,23.802,16.047,11.93,11.967,11.581,1,ROT                           
0.785642,39.958742,-7.61285,11,0.558,0.306,23.132,16.904,12.79,13.181,12.772,0,
1.438269,40.121338,-7.587403,11,0.547,0.297,22.112,16.229,12.342,12.766,12.362,0,
1.216156,40.099109,-7.566747,11,0.46,0.285,20.119,14.65,10.905,11.21,10.886,0,
0.488342,43.370383,-14.260737,10,0.551,0.024,21.329,14.472,10.43,10.127,9.531,0,
0.982441,40.110314,-7.566713,11,0.537,0.288,22.894,16.801,12.666,13.039,12.659,0,
1.127378,40.239325,-7.496423,11,0.374,0.28,17.787,13.831,10.678,10.82,10.585,0,
0.830949,50.284959,-12.404109,6,0.786,0.127,22.89,18.216,12.511,13.299,12.693,1,EW                            
0.808765,44.484591,-17.199481,5,0.572,0.056,21.639,14.807,10.181,10.733,10.28,1,ROT                           
0.792072,44.488333,-17.1493,5,0.464,0.059,21.308,16.244,12.456,12.822,12.55,0,
0.392676,44.46667,-17.123537,5,0.652,0.067,22.35,18.5,13.278,13.907,13.446,0,
0.566537,40.177553,-7.401031,11,0.598,0.293,22.838,16.3,11.331,11.772,11.339,0,
0.645194,48.333927,-7.608489,5,0.521,0.034,21.079,15.472,11.379,11.84,11.503,0,
1.300841,48.403083,-7.513132,5,0.449,0.078,20.532,14.614,9.701,10.261,9.808,0,
0.805006,43.541355,-14.028583,12,0.89,0.031,23.377,19.385,12.618,13.063,12.388,1,ROT                           
0.692297,48.671073,-11.141448,6,0.608,0.046,22.911,16.936,12.576,13.076,12.665,0,
0.419694,39.931652,-7.445119,5,1.075,0.0,23.115,21.989,15.64,16.864,15.993,1,E                             
0.889755,39.97184,-7.39934,11,0.574,0.291,22.148,15.453,11.238,11.691,11.264,0,
1.071557,50.782288,-12.409517,9,0.797,0.044,23.162,18.416,12.454,13.307,12.678,0,
0.357659,44.300104,-17.166123,5,0.593,0.05,21.961,15.242,10.422,10.945,10.525,0,
0.483945,43.986734,-14.114162,6,1.155,0.148,22.02,21.136,14.826,16.115,15.24,0,
2.26757,40.101504,-7.431033,10,0.404,0.0,18.146,13.075,9.617,9.939,8.887,0,
0.793712,44.345596,-17.147306,5,0.544,0.055,21.31,15.313,11.021,11.498,11.141,0,
0.725296,40.094323,-7.415071,11,0.556,0.28,23.547,17.44,13.364,14.042,13.604,0,
0.40617,40.184507,-7.328289,10,0.653,0.29,22.786,18.221,13.358,13.899,13.406,1,RRAB                          
0.69328,40.156899,-7.326452,11,0.499,0.286,23.355,16.991,12.946,13.253,12.903,1,RRAB                          
0.305459,44.070218,-14.261538,11,0.489,0.043,20.02,14.733,11.063,10.9,10.59,0,
1.251977,44.02678,-14.186797,8,0.954,0.335,17.462,16.883,14.482,15.539,14.748,0,
0.789846,41.232442,-7.52623,10,0.678,0.08,23.723,18.263,13.795,13.761,13.252,0,
0.152926,44.332102,-14.125409,8,0.527,0.088,23.157,18.837,16.028,16.473,16.16,0,
0.144311,44.272772,-14.081101,11,0.443,0.042,20.709,15.736,12.622,12.499,12.26,0,
0.538936,46.570942,-16.029152,6,0.49,0.008,21.989,15.911,11.869,12.229,11.925,1,DSCT|GDOR|SXPHE               
0.862376,46.561694,-16.002061,6,0.628,0.028,23.857,17.008,11.649,12.208,11.787,1,DSCT|GDOR|SXPHE               
0.990251,41.31227,-7.371054,6,0.742,0.018,23.78,17.321,12.143,11.954,11.459,0,
0.99273,41.312341,-7.371047,8,0.624,0.073,23.78,17.321,11.901,11.944,11.522,0,
0.843318,46.562697,-15.956523,7,0.552,0.04,21.815,16.063,11.599,12.072,11.712,0,
0.586175,44.277056,-14.018356,10,0.723,0.04,23.646,19.221,13.751,14.057,13.568,0,
0.403106,44.292233,-14.012168,11,0.486,0.055,21.848,17.798,13.893,14.063,13.803,0,
1.664334,49.151958,-7.32753,5,0.44,0.031,20.095,14.147,9.533,9.947,9.606,0,
0.766766,41.492512,-7.432196,12,0.516,0.075,22.472,16.353,13.011,12.734,12.407,0,
0.682056,46.18396,-15.99094,7,0.815,0.014,22.116,18.302,11.243,12.018,11.408,0,
1.318183,49.917155,-7.758118,5,0.571,0.056,21.234,14.982,10.454,10.863,10.514,0,
1.069679,49.66456,-13.297795,9,0.576,0.023,23.395,16.696,12.204,12.682,12.316,1,ROT                           
1.522908,41.631506,-7.353739,7,0.648,0.099,20.355,16.214,10.95,10.926,10.437,0,
1.048679,41.631686,-7.353714,7,0.719,0.083,20.355,16.214,10.197,10.953,10.392,0,
1.464566,49.469056,-13.282409,11,1.211,0.034,22.734,20.063,10.362,11.641,10.706,0,
1.485266,50.218411,-7.482252,5,0.526,0.051,18.684,13.729,9.407,9.897,9.523,0,
0.273466,49.343311,-13.216869,11,0.453,0.015,19.687,14.737,10.909,11.224,10.981,0,
0.869637,43.070234,-14.779269,11,0.412,0.043,18.873,14.538,11.362,11.159,10.959,0,
0.427136,49.313168,-13.189264,9,0.536,0.022,22.046,15.608,11.501,11.981,11.648,0,
0.201648,43.633707,-17.861092,6,0.583,0.045,23.105,17.755,13.614,14.106,13.735,0,
0.241495,42.016325,-7.246116,13,0.662,0.074,23.761,19.724,13.978,14.468,13.979,0,
0.054607,43.335689,-17.941485,5,0.681,0.06,21.463,19.656,14.608,15.196,14.773,0,
1.02745,47.736698,-11.915389,9,0.483,0.047,19.989,14.787,10.92,11.323,10.988,0,
0.786738,49.700355,-7.450359,5,0.9,0.044,22.916,18.652,12.079,13.006,12.304,0,
0.819225,43.751426,-17.732761,7,0.489,0.042,20.799,15.544,11.413,11.766,11.463,0,
0.655298,43.216022,-14.713977,11,0.452,0.042,20.845,15.729,12.449,12.23,11.978,1,DSCT|GDOR|SXPHE               
1.063524,43.297646,-14.584675,11,0.508,0.037,21.506,15.622,11.855,11.77,11.456,0,
0.430038,49.864174,-7.339532,5,0.63,0.046,22.664,16.886,12.294,12.769,12.347,0,
1.497234,41.616736,-7.252455,10,0.725,0.23,22.757,20.407,15.474,16.05,15.487,0,
1.016168,48.283714,-6.074701,5,0.564,0.031,23.141,16.611,12.226,12.738,12.364,0,
0.208661,43.195019,-14.529373,8,1.002,0.203,19.75,18.706,14.547,15.728,14.868,0,
0.965011,48.213529,-5.986665,5,0.421,0.033,18.981,14.455,10.875,11.17,10.939,0,
0.421378,47.607463,-11.753837,5,0.848,0.185,19.325,18.731,15.73,16.696,16.062,0,
0.433789,43.943937,-17.71244,7,0.537,0.046,22.876,16.67,12.604,13.066,12.696,1,ROT                           
0.136501,43.45276,-14.373384,9,0.473,0.054,23.247,18.756,15.038,15.302,15.062,0,
1.200199,43.419625,-14.333831,11,0.585,0.073,22.636,15.821,11.43,11.422,11.052,1,DSCT|GDOR|SXPHE               
1.423542,47.602609,-11.673198,5,0.674,0.093,23.869,20.42,15.16,15.834,15.34,1,ROT                           
1.589773,43.214836,-14.4905,10,0.847,0.065,22.153,20.134,13.94,14.638,14.031,0,
0.972661,50.534409,-7.155227,5,0.729,0.036,22.425,17.907,11.93,12.601,12.062,0,
2.741419,47.639249,-11.646915,5,0.449,0.015,18.349,13.23,9.403,9.634,9.436,0,
0.834187,44.035441,-17.64095,7,0.531,0.045,23.267,16.635,12.311,12.751,12.397,0,
0.712867,50.56152,-7.134725,5,0.694,0.072,22.313,15.971,9.804,10.544,10.056,0,
0.460713,41.820189,-7.165397,10,0.63,0.085,23.346,16.03,11.535,11.462,10.994,0,
0.522399,41.799841,-7.068196,7,0.494,0.139,23.721,19.42,15.778,16.435,16.109,1,EW                            
0.956444,50.345727,-7.197133,5,0.569,0.106,21.302,15.997,11.288,11.858,11.292,0,
0.462429,47.750291,-11.648171,9,0.739,0.046,23.476,18.73,12.859,13.55,13.028,0,
0.73985,48.180566,-5.894861,6,0.566,0.031,22.964,17.08,12.495,12.939,12.585,0,
0.407009,43.76384,-17.644365,7,0.708,0.041,23.809,16.535,10.342,10.99,10.481,0,
0.824486,43.070294,-14.361418,11,0.445,0.035,19.952,15.122,11.696,11.491,11.254,0,
0.698943,47.759673,-11.537671,6,0.591,0.085,22.8,18.964,15.936,16.31,16.097,0,
1.222695,41.713394,-7.036822,11,1.013,0.074,22.447,19.157,11.431,12.033,11.152,0,
0.740757,47.820679,-11.49858,8,0.692,0.069,23.176,18.425,13.212,13.856,13.362,0,
0.190071,43.701439,-17.527531,5,0.523,0.057,23.38,16.372,11.981,12.392,12.059,0,
0.508891,49.903451,-12.653978,7,0.605,0.02,23.587,16.731,12.212,12.759,12.353,0,
1.447469,41.822566,-6.990515,6,0.598,0.071,23.807,17.614,13.46,13.122,12.653,0,
1.448995,41.822595,-6.990491,5,0.669,0.07,23.807,17.614,12.5,13.139,12.655,0,
1.092697,41.87322,-6.985795,12,0.164,0.068,19.988,14.035,10.903,10.176,9.866,0,
0.610135,43.265963,-14.376886,11,0.95,0.094,23.513,19.313,12.753,13.299,12.542,0,
0.335425,43.407328,-14.331129,11,0.489,0.038,22.199,16.34,12.85,12.983,12.688,1,DSCT|GDOR|SXPHE               
0.816755,43.266104,-14.25194,7,0.463,0.051,23.491,18.442,15.248,15.589,15.323,0,
0.208073,43.86194,-17.468515,5,0.562,0.055,23.183,16.505,11.933,12.382,12.029,0,
0.574146,43.232309,-14.239535,9,1.12,0.15,21.894,20.685,14.589,15.745,14.834,0,
0.860957,41.217652,-7.328442,9,0.45,0.076,21.371,16.333,13.092,12.698,12.47,0,
1.614774,41.288816,-7.300779,7,0.871,0.125,23.261,22.728,15.29,16.359,15.566,0,
2.054608,40.323235,-7.887181,11,0.832,0.291,21.884,16.89,10.566,10.857,10.27,0,
0.422896,40.411129,-7.815828,8,1.043,0.195,23.541,21.735,14.745,16.033,15.097,0,
0.439597,46.461923,-16.641927,7,0.613,0.035,23.55,17.797,12.884,13.416,12.992,0,
0.960221,46.516123,-16.551201,8,0.546,0.034,22.242,16.411,12.419,12.842,12.485,0,
0.347396,46.284943,-16.748135,8,0.553,0.027,21.958,15.745,11.144,11.597,11.218,0,
0.593878,49.26447,-7.915897,5,0.607,0.032,21.979,15.279,10.496,11.006,10.605,0,
0.592937,49.162603,-7.923955,5,0.627,0.031,22.757,15.98,10.815,11.315,10.897,0,
0.578103,46.206841,-16.68388,8,0.547,0.036,22.919,16.637,12.293,12.766,12.397,0,
0.879221,40.265164,-7.876939,5,1.337,0.0,23.676,18.638,7.675,9.232,8.108,0,
1.954074,40.238617,-7.832451,9,0.272,0.102,21.119,18.091,15.71,15.653,15.581,1,ROT                           
0.618563,44.703915,-14.548286,6,0.554,0.042,23.656,17.428,13.193,13.599,13.314,0,
0.951915,44.683365,-14.536069,6,0.582,0.03,22.826,15.642,11.095,11.524,11.206,0,
0.87948,44.611521,-14.555942,6,0.61,0.036,23.782,16.553,11.553,12.033,11.684,0,
1.099488,44.85475,-14.56323,6,0.582,0.033,23.893,17.569,13.218,13.684,13.354,0,
1.255359,47.697076,-6.574931,5,0.357,0.0,15.92,13.169,8.626,8.731,8.566,1,DSCT|GDOR|SXPHE               
0.646332,49.711823,-7.780993,5,0.651,0.039,22.825,16.503,11.698,12.224,11.786,0,
1.486905,51.456239,-13.067539,5,1.038,0.0,22.014,15.3,7.679,8.795,7.999,0,
0.696735,44.760371,-14.426117,6,0.562,0.04,23.644,16.912,12.484,12.915,12.594,1,ROT                           
1.251212,47.680719,-6.525982,5,0.542,0.0,19.068,13.289,7.854,8.264,7.949,0,
0.843176,44.45364,-14.610976,11,0.585,0.049,22.869,16.12,11.921,11.799,11.439,0,
0.970141,40.77919,-7.715901,12,0.597,0.281,23.181,19.408,14.419,14.995,14.575,0,
0.285577,51.501973,-13.058167,5,0.581,0.038,20.985,16.592,11.9,12.492,12.07,0,
0.687846,44.507829,-14.523839,6,0.509,0.036,22.486,16.416,12.35,12.691,12.429,0,
2.788168,40.739929,-7.72358,9,0.587,0.332,23.646,17.381,14.057,13.989,13.346,1,DSCT|GDOR|SXPHE               
0.483893,44.448763,-14.528658,11,0.609,0.046,23.337,16.603,12.195,12.118,11.745,0,
2.698723,46.810625,-16.512631,8,0.298,0.104,16.862,13.324,9.808,10.051,9.864,1,S                             
0.93907,49.370601,-7.765979,5,0.582,0.045,22.222,15.034,10.487,10.95,10.55,0,
0.746826,49.535705,-7.743554,5,0.536,0.035,22.745,16.628,12.755,13.139,12.796,0,
1.219155,40.720545,-7.64152,14,0.593,0.282,24.077,16.635,11.534,11.909,11.425,0,
0.767047,47.530054,-6.520327,5,0.693,0.037,23.298,16.558,10.729,11.371,10.863,0,
1.252666,40.686261,-7.568659,13,0.501,0.277,22.435,16.138,12.911,13.178,12.815,0,
0.463717,47.612969,-6.439685,5,0.505,0.038,21.385,15.436,11.378,11.801,11.495,1,DSCT|GDOR|SXPHE               
1.971083,49.470158,-7.671967,5,0.548,0.05,21.174,14.987,10.301,10.685,10.362,0,
0.916988,47.607803,-6.40684,5,0.321,0.038,17.754,14.594,11.62,11.725,11.621,1,DSCT|GDOR|SXPHE               
0.73811,40.88841,-7.540528,10,0.499,0.068,22.488,16.664,13.513,13.049,12.749,0,
0.606218,46.943815,-16.257644,6,0.465,0.015,22.73,16.659,12.874,13.203,12.933,0,
2.758381,40.660196,-7.469131,5,0.686,0.161,22.396,19.473,15.548,16.308,15.667,0,
0.460763,48.038338,-6.205627,5,0.515,0.022,23.283,18.315,13.888,14.253,13.948,0,
1.015066,40.580439,-7.424154,11,0.687,0.274,23.373,16.114,10.55,11.106,10.59,0,
0.614471,47.681303,-6.316444,5,0.539,0.04,22.066,16.878,12.594,13.062,12.697,0,
0.587859,46.613752,-16.202188,6,1.136,0.043,23.793,17.095,7.663,8.835,7.958,0,
2.037475,46.694943,-16.080002,7,0.446,0.053,19.766,13.969,9.929,10.333,10.051,0,
1.026592,40.794152,-7.32056,8,0.737,0.184,19.551,18.913,15.603,16.774,16.093,0,
0.250226,40.675977,-7.342673,14,0.579,0.244,23.042,16.164,11.659,11.811,11.366,0,
0.566022,40.771781,-7.264715,12,0.475,0.266,21.552,16.521,13.624,13.276,12.923,0,
0.607962,43.935545,-14.383868,11,0.588,0.037,22.359,16.394,12.189,12.173,11.793,0,
0.742473,44.006166,-14.262432,5,1.136,0.34,23.482,21.926,15.534,16.805,16.063,0,
0.561319,43.920803,-14.25717,6,1.007,0.204,23.267,21.927,15.76,17.015,16.181,0,
1.945381,41.528221,-7.634427,10,1.068,0.145,19.809,18.836,14.447,15.801,14.891,0,
1.515195,46.112774,-16.333043,8,0.564,0.036,22.94,15.917,11.412,11.873,11.497,0,
0.802262,43.966066,-14.210306,9,1.083,0.161,22.428,21.241,14.907,16.183,15.3,0,
0.438842,43.926528,-14.224173,11,0.569,0.037,22.926,16.558,12.974,12.864,12.486,0,
1.616477,49.371956,-7.6351,5,0.413,0.026,19.682,13.504,9.552,9.976,9.652,0,
2.131373,43.934106,-14.207866,9,1.161,0.202,19.382,17.868,13.55,14.534,13.623,0,
1.461965,45.991811,-16.321356,6,0.641,0.072,22.788,18.635,13.716,14.335,13.872,0,
0.787961,44.425967,-14.360334,8,1.068,0.162,20.716,20.077,15.254,16.463,15.589,0,
1.63719,45.9719,-16.298541,8,0.534,0.043,22.047,16.135,12.078,12.552,12.177,0,
0.959578,41.406874,-7.553446,12,0.49,0.124,23.472,17.269,12.823,12.956,12.594,0,
2.063877,46.112605,-16.162367,7,1.043,0.088,21.59,19.281,11.677,13.023,12.08,1,EA                            
0.317914,44.502364,-14.271543,5,0.978,0.038,23.184,19.724,12.298,13.447,12.676,1,ROT                           
1.329157,45.951674,-16.237895,7,0.375,0.044,19.48,15.162,11.639,11.875,11.666,1,DSCT|GDOR|SXPHE               
0.756875,44.432206,-14.256861,11,0.501,0.045,22.375,16.711,13.155,13.135,12.835,0,
1.522094,49.332708,-7.506049,5,0.46,0.035,21.058,16.497,13.112,13.348,13.093,0,
0.622541,41.579126,-7.437954,12,0.602,0.134,22.797,16.953,12.217,12.305,11.872,0,
1.512489,50.312573,-13.980792,10,0.396,0.093,17.035,13.848,10.025,10.277,10.05,1,ED                            
1.575011,39.548548,-7.526261,11,0.515,0.294,22.606,16.515,12.189,12.73,12.365,0,
0.911406,52.153566,-6.552723,5,0.553,0.047,23.563,16.907,12.479,12.969,12.564,0,
0.536924,52.230637,-6.540657,5,0.543,0.057,22.442,16.83,12.911,13.383,13.002,1,DSCT|GDOR|SXPHE               
0.158749,52.419741,-6.539872,7,0.565,0.092,23.282,17.871,13.514,14.002,13.622,0,
0.24884,43.942845,-15.238563,11,0.558,0.037,22.286,16.267,11.919,12.087,11.735,0,
0.325413,52.350593,-6.541491,6,0.565,0.057,19.26,18.845,15.118,15.693,15.317,0,
0.349856,44.087528,-15.158808,11,0.674,0.046,23.674,16.978,11.689,11.814,11.366,0,
0.516705,50.068358,-13.989774,8,0.633,0.045,23.175,15.821,10.082,10.727,10.228,0,
1.249548,39.287589,-7.499966,5,0.496,0.561,22.993,16.869,13.326,13.629,13.197,0,
1.047302,39.28767,-7.499918,10,0.532,0.05,22.993,16.869,12.758,13.146,12.825,0,
0.706854,44.116221,-15.071764,10,1.08,0.163,20.599,19.66,14.86,16.149,15.25,0,
0.405875,44.14288,-15.058737,10,1.158,0.152,20.366,19.319,14.357,15.553,14.665,0,
1.004805,50.018306,-13.899978,5,0.42,0.092,20.854,17.373,13.599,14.024,13.782,0,
0.649261,50.055184,-13.863468,7,0.482,0.073,22.738,16.698,12.28,12.738,12.389,1,VAR                           
1.759344,45.715781,-16.950582,11,0.594,0.06,23.589,17.115,11.966,12.478,12.068,0,
0.626847,50.054542,-13.806561,6,0.533,0.008,23.55,17.105,13.021,13.452,13.113,1,ROT                           
0.339564,43.850308,-15.087604,9,0.593,0.085,20.764,19.14,15.183,15.673,15.302,0,
0.449707,43.672488,-15.135961,12,0.584,0.034,23.085,15.849,11.778,11.826,11.447,0,
1.361931,44.047314,-14.956275,5,1.148,0.171,22.17,20.905,14.791,16.028,15.153,0,
2.296526,45.45908,-17.120906,6,0.687,0.067,22.103,17.486,12.117,12.877,12.346,0,
1.029767,43.218177,-15.247186,11,0.497,0.028,21.514,16.19,12.417,12.293,12.011,0,
0.746347,51.819812,-6.556964,5,0.65,0.016,23.116,19.307,13.917,14.594,14.141,1,ROT                           
0.971065,51.799967,-6.542318,6,0.503,0.028,23.394,16.928,12.845,13.36,13.017,1,ROT                           
0.516794,51.747994,-6.53395,6,0.507,0.017,22.151,16.239,12.155,12.644,12.31,0,
0.487136,51.572298,-6.661584,6,0.556,0.065,22.023,16.517,12.091,12.537,12.191,0,
1.709258,45.64351,-16.955546,7,0.475,0.073,21.954,15.648,11.405,11.801,11.489,0,
0.472271,51.542533,-6.592979,6,0.652,0.057,22.681,15.724,10.664,11.25,10.821,0,
1.742069,43.085002,-15.219581,11,0.545,0.03,21.587,15.199,10.794,10.789,10.459,0,
1.042976,45.405278,-16.945229,5,0.402,0.032,19.585,15.063,11.756,12.041,11.816,0,
1.867822,40.49741,-8.095121,7,0.523,0.07,20.746,14.445,9.994,10.428,10.151,0,
1.550982,45.306395,-16.960165,6,0.372,0.06,20.915,16.96,13.794,14.011,13.805,1,DSCT|GDOR|SXPHE               
0.606825,43.314388,-14.955709,10,0.449,0.035,20.271,18.215,14.804,15.155,14.889,0,
1.220189,45.027015,-16.938549,5,0.471,0.065,21.369,15.759,11.744,12.119,11.847,0,
1.220141,43.229766,-14.902458,11,0.501,0.038,22.428,16.428,13.51,13.434,13.116,0,
0.339236,43.504574,-14.884985,11,0.688,0.034,22.84,16.102,10.844,11.004,10.532,0,
0.236929,43.777812,-14.818023,11,0.634,0.038,23.908,16.383,11.643,11.691,11.259,0,
0.541617,41.218433,-7.91846,11,0.531,0.17,22.276,16.092,11.329,11.646,11.321,0,
1.32883,41.009831,-7.974458,7,0.987,0.157,18.447,18.073,14.521,15.745,14.905,0,
0.888684,43.658285,-14.754501,11,0.509,0.043,19.516,14.183,10.528,10.481,10.149,0,
0.569255,41.035491,-7.971665,9,0.459,0.071,22.097,16.532,13.301,13.323,13.056,0,
2.02401,43.363456,-8.847986,6,0.713,0.032,20.153,13.7,7.528,8.175,7.672,1,ROT                           
1.069742,45.745384,-16.742909,11,0.548,0.103,23.024,16.685,11.793,12.268,11.877,0,
0.522781,41.261337,-7.839312,8,0.57,0.124,22.831,18.247,13.787,14.087,13.655,0,
0.893809,41.408786,-7.747234,9,0.537,0.149,22.173,15.765,11.78,12.092,11.683,0,
0.503449,47.512879,-6.914725,5,0.566,0.026,22.952,15.84,11.44,11.918,11.551,1,EW                            
